cand_name,cid,cycle,state,party,chamber,first_elected,next_election,total,spent,cash_on_hand,debt,origin,source,last_updated
"Foxx, Virginia",N00026166,2022,NC,R,H,2004,2022,2202811.36,2030669.57,2513025.69,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00026166&cycle=2022,12/31/2022
"Kim, Young",N00042386,2022,CA,R,H,2020,2022,9118989.2,9127852.56,399478.58,65644.25,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00042386&cycle=2022,12/31/2022
"Rogers, Mike D",N00024759,2022,AL,R,H,2002,2022,2206156.29,1682054.98,1027335.01,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00024759&cycle=2022,12/31/2022
"Biggs, Andy",N00039293,2022,AZ,R,H,2016,2022,2042934.4,2458509.41,235471.85,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00039293&cycle=2022,12/31/2022
"Davis, Danny K",N00004884,2022,IL,D,H,1996,2022,675347.21,698551.66,220637.76,58954.71,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00004884&cycle=2022,12/31/2022
"Mast, Brian",N00037269,2022,FL,R,H,2016,2022,6284970.67,5165659.24,2113673.62,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00037269&cycle=2022,12/31/2022
"Gallagher, Mike",N00039330,2022,WI,R,H,2016,2022,3132539.11,1305897.35,2996003.29,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00039330&cycle=2022,12/31/2022
"Clark, Katherine",N00035278,2022,MA,D,H,2013,2022,2164059.27,2349684.24,1107149.87,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00035278&cycle=2022,12/31/2022
"Williams, Nikema Natassha",N00047361,2022,GA,D,H,2020,2022,1139028.24,1326123.82,4067.13,28227.17,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00047361&cycle=2022,12/31/2022
"Young, Todd",N00030670,2022,IN,R,S,2016,2022,14864314.91,11192811.94,3736894.96,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00030670&cycle=2022,12/31/2022
"Pressley, Ayanna",N00042581,2022,MA,D,H,2018,2022,1443190.45,1621940.68,322287.03,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00042581&cycle=2022,12/31/2022
"Kaptur, Marcy",N00003522,2022,OH,D,H,1982,2022,3390126.71,3782475.76,380046.87,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00003522&cycle=2022,12/31/2022
"Garamendi, John",N00030856,2022,CA,D,H,2009,2022,1145390.04,1135064.78,1121447.54,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00030856&cycle=2022,12/31/2022
"Crenshaw, Dan",N00042224,2022,TX,R,H,2018,2022,15380087.44,16095358.17,1137443.96,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00042224&cycle=2022,12/31/2022
"Stefanik, Elise",N00035523,2022,NY,R,H,2014,2022,9459594.24,10526346.14,916788.92,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00035523&cycle=2022,12/31/2022
"Carter, John",N00025095,2022,TX,R,H,2002,2022,1330976.73,1119890.8,411491.47,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00025095&cycle=2022,12/31/2022
"McBath, Lucy",N00042813,2022,GA,D,H,2018,2022,5377790.4,4783415.96,734303.46,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00042813&cycle=2022,12/31/2022
"Panetta, Jimmy",N00038601,2022,CA,D,H,2016,2022,2616966.1,1611912.93,2180409.89,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00038601&cycle=2022,12/31/2022
"McCollum, Betty",N00012942,2022,MN,D,H,2000,2022,2085312.14,2061608.57,307679.11,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00012942&cycle=2022,12/31/2022
"Brecheen, Josh",N00051106,2022,,R,,,2022,650594.7,576755.64,73839.06,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00051106&cycle=2022,12/31/2022
"Van Duyne, Beth",N00045167,2022,TX,R,H,2020,2022,3757232.56,2725856.25,1099786.44,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00045167&cycle=2022,12/31/2022
"Allred, Colin",N00040989,2022,TX,D,H,2018,2022,3387703.15,1558223.96,1988901.57,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00040989&cycle=2022,12/31/2022
"Strickland, Marilyn",N00046320,2022,WA,D,H,2020,2022,1884732.86,1458806.14,457952.27,50000,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00046320&cycle=2022,12/31/2022
"Moran, Nathaniel",N00049775,2022,,R,,,2022,1040790.13,922045.67,118744.46,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00049775&cycle=2022,12/31/2022
"Carl, Jerry",N00044245,2022,AL,R,H,2020,2022,1262711.28,920786.05,453897.82,468238.58,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00044245&cycle=2022,12/31/2022
"Ferguson, Drew",N00039090,2022,GA,R,H,2016,2022,3414306.42,3334084.27,418309.36,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00039090&cycle=2022,12/31/2022
"Nunn, Zach",N00048870,2022,,R,,,2022,2510137.26,2409069.6,101067.66,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00048870&cycle=2022,12/31/2022
"Espaillat, Adriano",N00034549,2022,NY,D,H,2016,2022,1280490.72,1295083.03,98741.21,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00034549&cycle=2022,12/31/2022
"Hinson, Ashley",N00044521,2022,IA,R,H,2020,2022,7149326.97,7197549.34,68449.51,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00044521&cycle=2022,12/31/2022
"Ciscomani, Juan",N00049039,2022,,R,,,2022,3358617.04,3304181.44,54435.6,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00049039&cycle=2022,12/31/2022
"Graves, Sam",N00013323,2022,MO,R,H,2000,2022,2370868.94,1844568.51,1383273.39,5522.41,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00013323&cycle=2022,12/31/2022
"Huffman, Jared",N00033030,2022,CA,D,H,2012,2022,927615.53,921246.81,928810.57,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00033030&cycle=2022,12/31/2022
"Fry, Russell",N00049165,2022,,R,,,2022,1411082.43,1201344.08,209738.35,100000,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00049165&cycle=2022,12/31/2022
"Alford, Mark",N00049617,2022,,R,,,2022,1038063.25,981421.09,56642.16,9665,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00049617&cycle=2022,12/31/2022
"Stauber, Pete",N00041511,2022,MN,R,H,2018,2022,2454768.09,2037802.22,419733.33,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00041511&cycle=2022,12/31/2022
"Veasey, Marc",N00033839,2022,TX,D,H,2012,2022,1831487.81,1489086.22,810745.15,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00033839&cycle=2022,12/31/2022
"Cammack, Kat",N00045978,2022,FL,R,H,2020,2022,2259116.71,2251567.85,39402.33,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00045978&cycle=2022,12/31/2022
"Cole, Tom",N00025726,2022,OK,R,H,2002,2022,2319373.92,2381648.39,1214914.93,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00025726&cycle=2022,12/31/2022
"Wilson, Joe",N00024809,2022,SC,R,H,2001,2022,1014561.4,824432.82,264495.07,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00024809&cycle=2022,12/31/2022
"Huizenga, Bill",N00030673,2022,MI,R,H,2010,2022,3029018.58,3397247.05,101468.61,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00030673&cycle=2022,12/31/2022
"Vargas, Juan",N00007021,2022,CA,D,H,2012,2022,942886.84,793081.82,219544.32,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00007021&cycle=2022,12/31/2022
"Brown, Sherrod",N00003535,2022,OH,D,S,2006,2024,29187961.85,28943184.37,3428632.06,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00003535&cycle=2022,12/31/2022
"Flood, Mike",N00050145,2022,,R,,,2022,2161515.04,2154643.28,6871.76,280511.13,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00050145&cycle=2022,12/31/2022
"Jackson, Ronny",N00046055,2022,TX,R,H,2020,2022,4822112.96,4541977.23,667274.97,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00046055&cycle=2022,12/31/2022
"Hern, Kevin",N00040829,2022,OK,R,H,2018,2022,1369494.49,1006291.72,692600.44,775000,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00040829&cycle=2022,12/31/2022
"Sherman, Brad",N00006897,2022,CA,D,H,1996,2022,1885954.26,1541802.61,2968772.61,899,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00006897&cycle=2022,12/31/2022
"Thanedar, Shri",N00049602,2022,,D,,,2022,6305704.09,6053376.68,252327.41,6170000,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00049602&cycle=2022,12/31/2022
"Emmer, Tom",N00035440,2022,MN,R,H,2014,2022,4392876.06,4196088.27,645627.08,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00035440&cycle=2022,12/31/2022
"Salazar, Maria",N00042810,2022,FL,R,H,2020,2022,5377633.37,5369011.41,29880.16,25335.75,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00042810&cycle=2022,12/31/2022
"Dingell, Debbie",N00036149,2022,MI,D,H,2014,2022,1557910.71,1597820.68,397805.14,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00036149&cycle=2022,12/31/2022
"Moskowitz, Jared",N00050596,2022,,D,,,2022,1695451.9,1612828.24,82623.66,250000,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00050596&cycle=2022,12/31/2022
"Houlahan, Chrissy",N00040949,2022,PA,D,H,2018,2022,4779905.99,4931467.77,2957694.86,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00040949&cycle=2022,12/31/2022
"Hyde-Smith, Cindy",N00043298,2022,MS,R,S,2018,2026,4250678.13,3985006.32,319585.87,60000,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00043298&cycle=2022,12/31/2022
"Ernst, Joni",N00035483,2022,IA,R,S,2014,2026,31208127.47,30675278.34,973735.54,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00035483&cycle=2022,12/31/2022
"Reed, Jack",N00000362,2022,RI,D,S,1996,2026,4063525.66,3694930.19,1903961.86,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00000362&cycle=2022,12/31/2022
"McCormick, Richard",N00044520,2022,,R,,,2022,4212476.93,4234368.85,7907.15,262000,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00044520&cycle=2022,12/31/2022
"Thompson, Mike",N00007419,2022,CA,D,H,1998,2022,2249659.85,2367997.54,1627833.89,71025.35,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00007419&cycle=2022,12/31/2022
"Diaz-Balart, Mario",N00025337,2022,FL,R,H,2002,2022,1822417.56,1476151.65,1279509.7,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00025337&cycle=2022,12/31/2022
"Rochester, Lisa Blunt",N00038414,2022,DE,D,H,2016,2022,2817810.6,3199131.97,582444.16,250000,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00038414&cycle=2022,12/31/2022
"Kustoff, David",N00025445,2022,TN,R,H,2016,2022,1907250.78,1461029.02,1159993.99,248000,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00025445&cycle=2022,12/31/2022
"Peltola, Mary",N00050780,2022,AK,D,H,2022,2022,7595108.14,6903847.84,691260.3,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00050780&cycle=2022,12/31/2022
"Ramirez, Delia",N00049548,2022,,D,,,2022,986590.81,867888.48,118702.33,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00049548&cycle=2022,12/31/2022
"Smith, Tina",N00042353,2022,MN,D,S,2018,2026,17789497.2,17590851.14,632428.66,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00042353&cycle=2022,12/31/2022
"Cloud, Michael",N00041882,2022,TX,R,H,2018,2022,1055334.6,1016219.8,281486.67,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00041882&cycle=2022,12/31/2022
"Simpson, Mike",N00006263,2022,ID,R,H,1998,2022,1618706.84,1656620.3,138400.45,0,OpenSecrets,https://www.opensecrets.org/members-of-congress/summary?cid=N00006263&cycle=2022,12/31/2022
