org_name,total,pacs,indivs,cycle,source,cid
Democracy Engine,73415,0,73415,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033177&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Covington & Burling,72050,0,72050,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033177&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Holland & Knight,59149,13500,45649,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033177&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Northrop Grumman,57084,12500,44584,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033177&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Hogan Lovells,55618,4000,51618,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033177&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
"Akin, Gump et al",54427,3750,50677,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033177&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Golden Gate Capital,53600,0,53600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033177&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
League of Conservation Voters,53538,7033,46505,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033177&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Dominion Energy,48695,2500,46195,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033177&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Leidos Inc,48050,10000,38050,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00029891&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Gba Assoc,16800,0,16800,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00029891&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
"Fairfax County, VA",15132,0,15132,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00029891&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Plumbers/Pipefitters Union,15000,15000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00029891&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Amazon.com,13500,10000,3500,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00029891&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Service Employees International Union,12500,10000,2500,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00029891&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Granite Telecommunications,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00029891&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Punaro Group,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00029891&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Alyx Technologies,11400,0,11400,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00029891&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Casepoint,11400,0,11400,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00029891&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
House Freedom Fund,53579,10000,43579,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00027894&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Democracy Engine,29279,0,29279,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00027894&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Bowyer Excavating,11900,0,11900,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00027894&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Brown Gibbons Lang & Co,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00027894&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Jackson Hole Mountain Resort,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00027894&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Resmed Inc,10400,0,10400,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00027894&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
State of Michigan,10130,0,10130,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00027894&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Mill Casino,10120,0,10120,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00027894&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Koch Industries,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00027894&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Majority Cmte PAC,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00027894&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
DaVita Inc,27000,10000,17000,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00029675&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Google Inc,12000,10000,2000,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00029675&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
DISH Network,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00029675&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Abbott Laboratories,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00029675&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
AbbVie Inc,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00029675&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
American Bankers Assn,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00029675&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
American Crystal Sugar,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00029675&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
American Dental Assn,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00029675&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
American Medical Assn,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00029675&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
American Physical Therapy Assn,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00029675&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
"Davis, Polk & Wardwell",233931,0,233931,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00027658&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
"Boies, Schiller & Flexner",193344,0,193344,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00027658&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
"Paul, Weiss et al",163382,0,163382,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00027658&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
"Akin, Gump et al",114608,2908,111700,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00027658&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Corning Inc,83844,10000,73844,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00027658&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
"Wachtell, Lipton et al",78135,0,78135,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00027658&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Sullivan & Cromwell,76600,0,76600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00027658&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Pfizer Inc,71004,5000,66004,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00027658&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Womencount PAC,70390,5,70385,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00027658&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Blackstone Group,67500,0,67500,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00027658&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Houston Methodist,14500,0,14500,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00046067&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Marcus Foundation,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00046067&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Western National Group,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00046067&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Eye of the Tiger PAC,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00046067&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
National Auto Dealers Assn,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00046067&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Matador Resources,9700,0,9700,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00046067&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Texas Farm Bureau,9615,9615,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00046067&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Station Casinos,8325,0,8325,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00046067&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Firetron Inc,8300,0,8300,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00046067&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Gateway Mortgage,8000,0,8000,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00046067&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Blackstone Group,46800,0,46800,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00009771&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Williams Companies,46300,15000,31300,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00009771&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
FirstEnergy Corp,44300,5000,39300,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00009771&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
GEO Group,43500,10000,33500,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00009771&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Senior Star,31200,0,31200,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00009771&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Sullivan & Cromwell,27400,0,27400,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00009771&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
DISH Network,27050,10000,17050,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00009771&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Elliott Management,25900,0,25900,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00009771&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
NorPAC,25500,0,25500,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00009771&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Sinclair Companies,25000,0,25000,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00009771&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
American Israel Public Affairs Cmte,26300,10000,16300,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00009759&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
American Superconductor,14500,0,14500,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00009759&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Boeing Co,14369,10000,4369,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00009759&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
American Airlines,13000,9500,3500,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00009759&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Delta Air Lines,12060,10000,2060,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00009759&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Amazon.com,12000,10000,2000,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00009759&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Seacast Inc,11900,0,11900,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00009759&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
FedEx Corp,10550,10000,550,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00009759&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Air Line Pilots Assn,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00009759&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Aircraft Owners & Pilots Assn,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00009759&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
"Welsh, Carson et al",32400,0,32400,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00038779&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
No Labels Problem Solvers,21250,5000,16250,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00038779&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Ballard Spahr LLP,17000,10000,7000,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00038779&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Bfs Group,14500,0,14500,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00038779&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Crow Holdings,13600,0,13600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00038779&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Comcast Corp,13250,10000,3250,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00038779&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
AT&T Inc,13200,10000,3200,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00038779&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Atlas Holdings,12698,0,12698,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00038779&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Building Bridges PAC,12000,12000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00038779&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Republican Jewish Coalition,11656,2500,9156,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00038779&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Democracy Engine,138551,0,138551,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033638&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Blackstone Group,57900,0,57900,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033638&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
AmeriPAC: The Fund for a Greater America,28400,10000,18400,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033638&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
MGM Resorts International,27625,10000,17625,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033638&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Frontline USA,22175,7500,14675,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033638&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
New Democrat Coalition,18700,10000,8700,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033638&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Boyd Gaming,17910,7500,10410,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033638&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Apollo Global Management,17300,0,17300,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033638&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
American Israel Public Affairs Cmte,15900,7900,8000,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033638&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Altria Group,15650,10000,5650,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00033638&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Google Inc,119376,0,119376,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00026427&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
JStreetPAC,45575,0,45575,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00026427&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
"Wilson, Sonsini et al",43400,0,43400,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00026427&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Accel Partners,34600,0,34600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00026427&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Stanford University,33372,0,33372,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00026427&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Cooley Llp,29300,0,29300,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00026427&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Y Combinator,25900,0,25900,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00026427&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
US Venture Partners,24900,0,24900,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00026427&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
"Kleiner, Perkins et al",23200,0,23200,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00026427&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
McKinsey & Co,23150,0,23150,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00026427&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
"Welsh, Carson et al",109340,0,109340,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00030245&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Ochsner Health System,76945,0,76945,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00030245&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
NorPAC,59200,0,59200,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00030245&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Tellurian Inc,56500,10000,46500,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00030245&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Acadian Ambulance Service,50650,0,50650,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00030245&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Neurological Surgery Pc,48800,0,48800,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00030245&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
National Republican Senatorial Cmte,44600,44600,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00030245&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Amedisys Inc,44575,7500,37075,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00030245&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
McNa Dental Plans,42300,0,42300,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00030245&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Blackstone Group,42100,0,42100,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00030245&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Forhan Co,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00026341&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
Wonderful Co,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00026341&cycle=2022,ALL_CANDIDATES_CONTRIBUTORS
